#ID,P1,P2,Result,,,
1,001cUKa00WAtp01Azgp01Ajop01A3wp01zMEU01uDup01dJM9pi0U79p0vsu9oqvxQ401mkGU00qkSjnczsL7pdLE9amK8Xpa3fJSH7pmFfv9lKt5Ta6vUAra3gHKsT01q5V7oUYsi7oMuQv9oI10Jr01AT3akeXvGa3gMzWamLh2wg01qBAgnQirET01APbp01c6ma3gQlyad1xC3dnlotD7eFLPrr010OJ,000lf2X008l57kdPHR7kdQMr7kii9f7kijdO7kr1wI7kr2RCa3fJTta3fMArp00AxPq00uDFamKguqamKjbmU005FPa2afKba2air7r00GuLa00KMww004iEw006bow008kxw00atGw00cmrO005U0O007wmO0098Ij10Yf4,P2Win,,0,0
2,001cUKa00WAtp01Azgp01Ajop01A3wp01zMEU01uDup01dJM9pi0U79p0vsu9oqvxQ401mkGU00qkSjnczsL7pdLE9amK8Xpa3fJSH7pmFfv9lKt5Ta6vUAra3gHKsT01q5V7oUYsi7oMuQv9oI10Jr01AT3akeXvGa3gMzWamLh2wg01qBAgnQirET01APbp01c6ma3gQlyad1xC3dnlotD7eFLPrr010OJ,001iRBT01uVfL65fo48l71Kga4uD3aLkalEna0SiP8a0SqSUr01AOxr01bzBp01bAvp01swip01kbRp01AR2p01A4tp01zgUp01ycPp01vMTp01qFOp015IwX01hxuajvOc8ajvQS4ao0evKao0hcGa6vWNia6w5R6jnyBejE3Lxe7w01deGw01fnNw01hwWw01jG6w01lPgO01deGO01lPg,P2Win,,0,0
3,001cUKa00WAtp01Azgp01Ajop01A3wp01zMEU01uDup01dJM9pi0U79p0vsu9oqvxQ401mkGU00qkSjnczsL7pdLE9amK8Xpa3fJSH7pmFfv9lKt5Ta6vUAra3gHKsT01q5V7oUYsi7oMuQv9oI10Jr01AT3akeXvGa3gMzWamLh2wg01qBAgnQirET01APbp01c6ma3gQlyad1xC3dnlotD7eFLPrr010OJ,000QImX00ECC600IDY600AAcw00AAcw00Ccxw00DNTw00Fqgw00H2Cw00IDYjnPGVha0J57wa0J7Nup010A7aphY2Mapi1IFp00Nd0ajvnP5ajvl99Gjvh7fp013MFr01e38a01hwHp01580r01AU5,P2Win,,0,0
4,001cUKa00WAtp01Azgp01Ajop01A3wp01zMEU01uDup01dJM9pi0U79p0vsu9oqvxQ401mkGU00qkSjnczsL7pdLE9amK8Xpa3fJSH7pmFfv9lKt5Ta6vUAra3gHKsT01q5V7oUYsi7oMuQv9oI10Jr01AT3akeXvGa3gMzWamLh2wg01qBAgnQirET01APbp01c6ma3gQlyad1xC3dnlotD7eFLPrr010OJ,001f8OjoMeMhr01AOxr01AQ7r019Xfp011pXp019tLp01agBp01pkqp01usxp00xp8akWH8IakWPcwaozmMaaozoEUaozqxFg0RXcL7pzGY9X012vQw00Xd3w016NCO00Xd3O012vjO016NC7o4fE69nCAcY9nCStJT01uVfa4uD3ap01qn9801qSOa0SiP8a0SqSU,P1Win,,1,0
5,001cUKa00WAtp01Azgp01Ajop01A3wp01zMEU01uDup01dJM9pi0U79p0vsu9oqvxQ401mkGU00qkSjnczsL7pdLE9amK8Xpa3fJSH7pmFfv9lKt5Ta6vUAra3gHKsT01q5V7oUYsi7oMuQv9oI10Jr01AT3akeXvGa3gMzWamLh2wg01qBAgnQirET01APbp01c6ma3gQlyad1xC3dnlotD7eFLPrr010OJ,001jXPX017CkajvOKzajvRrvjnHpKcp01AUgaoqF1oaoqHHkT01uVfa4uD3ap01q6K801uUHa0SiP8a0SqSUp01AOxr01AQ7r01aeDp01axSg01o1n7pzLOaw013jww01bU6O013jwO017BMO01bU67o4iRO9nCHcd9nD0sXGggmAWp00CLSp01q8r,P1Win,,1,0
6,001cUKa00WAtp01Azgp01Ajop01A3wp01zMEU01uDup01dJM9pi0U79p0vsu9oqvxQ401mkGU00qkSjnczsL7pdLE9amK8Xpa3fJSH7pmFfv9lKt5Ta6vUAra3gHKsT01q5V7oUYsi7oMuQv9oI10Jr01AT3akeXvGa3gMzWamLh2wg01qBAgnQirET01APbp01c6ma3gQlyad1xC3dnlotD7eFLPrr010OJ,001dMsjnucv1X01cIQt01bDtajvIPAp01eixp015asp01nrdp01AUga1Ki6pa0O46AGeeVarw018Gqp01ATcanQpeBanQrUxp01ARSp01w3jajvKIlajvMB7w01azaw01cIjw01eB4w01gKdO01a2nO01cbwO01ekFabM7frr004k6,Draw,,0,0.5
7,001cUKa00WAtp01Azgp01Ajop01A3wp01zMEU01uDup01dJM9pi0U79p0vsu9oqvxQ401mkGU00qkSjnczsL7pdLE9amK8Xpa3fJSH7pmFfv9lKt5Ta6vUAra3gHKsT01q5V7oUYsi7oMuQv9oI10Jr01AT3akeXvGa3gMzWamLh2wg01qBAgnQirET01APbp01c6ma3gQlyad1xC3dnlotD7eFLPrr010OJ,000FcjjocIHka1AQaQa1FiBep00VRep01ABrX00D43ajvcApajvfhmt00AmlU014Eva013PMa016wIw00A6bw00Br9p013O8w00GheGpQJIP4pzJoyr00wzHp012dIa9JQ2Fw00DAiO00DQGO00GxCO00ACXr0172fp00MXep01e0j,P1Win,,1,0
8,001cUKa00WAtp01Azgp01Ajop01A3wp01zMEU01uDup01dJM9pi0U79p0vsu9oqvxQ401mkGU00qkSjnczsL7pdLE9amK8Xpa3fJSH7pmFfv9lKt5Ta6vUAra3gHKsT01q5V7oUYsi7oMuQv9oI10Jr01AT3akeXvGa3gMzWamLh2wg01qBAgnQirET01APbp01c6ma3gQlyad1xC3dnlotD7eFLPrr010OJ,000ursjo3E4NX00szKa0IO1uajv7Jjajvaqfp00D1Sp00n9VGjuThTp00xmcp00LB2a0ILkyp01dvxp01mCP800MJgp00K2OT00Qq6p0117Na3g7cRa3g4vVO00pShO00ruDO00t70w00wB7w00uYKw00tnow00rL2w00q9Fw00oxkr01ATnr01APJ,P1Win,,1,0
9,001cUKa00WAtp01Azgp01Ajop01A3wp01zMEU01uDup01dJM9pi0U79p0vsu9oqvxQ401mkGU00qkSjnczsL7pdLE9amK8Xpa3fJSH7pmFfv9lKt5Ta6vUAra3gHKsT01q5V7oUYsi7oMuQv9oI10Jr01AT3akeXvGa3gMzWamLh2wg01qBAgnQirET01APbp01c6ma3gQlyad1xC3dnlotD7eFLPrr010OJ,000wR7t00DknwpQGgCX00ussamKxLeamKv5iO00reMO00usvO00xWCajRaycp00S5lp00Msjp01ARkajR7Rcp00Oi2p01nYAjmKlFYT00zfTamKhRTLkRCPLw00qGpw00uIjw00wB4w00ytOp00W91800IHm8nPn3xp01ddnr01dter01tnGp01ayO,P2Win,,0,0
10,001cUKa00WAtp01Azgp01Ajop01A3wp01zMEU01uDup01dJM9pi0U79p0vsu9oqvxQ401mkGU00qkSjnczsL7pdLE9amK8Xpa3fJSH7pmFfv9lKt5Ta6vUAra3gHKsT01q5V7oUYsi7oMuQv9oI10Jr01AT3akeXvGa3gMzWamLh2wg01qBAgnQirET01APbp01c6ma3gQlyad1xC3dnlotD7eFLPrr010OJ,001bj7X00WB3w00SyCwpR9WAwpMMT5w011CpOpR99pOpMLhIO00YcRp00Usuj16bmyU01tPog01pNpgnufUga01vbha01xRdp01AOxp01tjga2TxXVa2TAEUamL7mmamLa3ip011lCa9KCwAajvBfCajvzmRajvxu7,P1Win,,1,0
