1,000B86o16cgep00uIbU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w06ae6z29dnyHC8a3BQg58lXTdC7eFLPr,000x4lj0RqRM7ke3S97ke34X7kiv387kiueW7krkRY7krk4N7kiygQ7kixsF9l5BK89l1hPL9l1DkD9l1w51p00dIx9kW0m9a5McyQU01qleg01osrgozjd9gn8bLvp01AOx9oy5eY9oyjtY7oCzT57oy5eY7otIbtgm35MGp00NYxamKA79amKCN5p00qmTr00dHpr00Jvv,P1Win,,1,0,1,0
2,000B86o16cgep00uIbU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w06ae6z29dnyHC8a3BQg58lXTdC7eFLPr,000e3VjnPaYK7ph6SL7oPI737phcgD7oPNdwa00mEDa00oh4a00pSqp00zO2p004mbp00ez8p00oM5akqRbTakW1KkakIQcW7opeWs7opkkk7nXQaJ7nXVhd7nxn197nxso17n6Yeq7n74kTO009LdN08Xg6g009Ldg04BcAg093CX800tnV4p48qDi2j4i6p00zPl,P1Win,,1,0,1,0
3,000B86o16cgep00uIbU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w06ae6z29dnyHC8a3BQg58lXTdC7eFLPr,001aPwjiMPm7ajvJ7najvHeBajvFlRp01ASAp01AU0aoVlOXp01ARSad0XeHaoVjW8aoVi4mq01ATip01ezrT015r4ajvCDA8nQ1258nLzoS8jA3J0ajvFkwgpIx6lL015cPt019egt019egt019egt019egt019egt019egt019egad0UxLLlG08i,P1Win,,1,0,1,0
4,000B86o16cgep00uIbU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w06ae6z29dnyHC8a3BQg58lXTdC7eFLPr,000fATjpV3wls00GcEla2sFglaBHTclbgmRzlbPByIlcuggHld8TXGldQXq7s00GtAs00Cad,P1Win,,1,0,1,0
5,000B86o16cgep00uIbU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w06ae6z29dnyHC8a3BQg58lXTdC7eFLPr,000jTeanTMyEanTPfAa1NCt2a1NFa0p00xkdjn77cvabc00VX006YDN009FuO009Fu9l5GzF9l5Pbe7k9tEm7k9usx7kikPb7kilDm7kr3We7kr4Knw004iCw006rLw008AUw00aK4p00vIr4nYbvSr01AOxr013Lj,P1Win,,1,0,1,0
6,000B86o16cgep00uIbU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w06ae6z29dnyHC8a3BQg58lXTdC7eFLPr,000gJLp00xWsp00IH34nxKnFa00wAWa00zhSp00KPsp00SQjp00MXRp00P7hp00QYip00UYI80Rkvz7oPFq77oPIDP7oPLRyakdWeAakdTxE7kdHJM7kdIOm7kmB4K7kmC9kO0089QjmK5z1p00X88r01ARO9oGPQE9oGXUs9oH6Yg9mJSJH9mK1Nv9mK9Rj9nGaqs9nGiug9nGqy43cyE1majuHeg,P2Win,,0,0,0,0
7,000B86o16cgep00uIbU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w06ae6z29dnyHC8a3BQg58lXTdC7eFLPr,001aPca2bLgxa2bIzBp01ARQanQg7bp01A6Ep01q86p01f6Xp014mdamYopXal25x8al22Q8t014EFp01AC73agBFtt0175ct0175ct0175ct0175ct0175ct0175ct0175ct0175ct0175cq01Amot0175canQdqbamYlIW,P1Win,,1,0,1,0
8,000B86o16cgep00uIbU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w06ae6z29dnyHC8a3BQg58lXTdC7eFLPr,001fllp01AOzU01ostt017hVjohBVBt014jv40eBrMU01cmKa01AOxgnubBXgnQg27gnQiI3ad1mAMad1c7ra6rsS5amL0n8p01APdp01APQa6ruKPa3tT6r86vSXu8esid78fxpgv9eskCEr01AQygnQ2k3gjvHXsgkWPFu7knFOUa0WRw4ajvLt3,P1Win,,1,0,1,0
9,000B86o16cgep00uIbU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w06ae6z29dnyHC8a3BQg58lXTdC7eFLPr,000qp2U00tRdU00Ll9U00f50T00W7OT01A1rp01w0Bp01rbtp01nXLp01liJopixpUo0J4Cmp01iDra0Jm5ka0JoLgp005J5a2wr8Wa3fxhjam2bIHamKhR4a0IOM2a15Tcba4lS1Ya4lUHUN1s2F9goyNmRgphTvdg05ncFakAzLnakWCPyaljFTK800Xu0OpURzYLkzYtFp00xRDr00YLR,P2Win,,0,0,0,0
10,000B86o16cgep00uIbU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w06ae6z29dnyHC8a3BQg58lXTdC7eFLPr,000jT4t00htHt00iOFt00kaDt00lvBp00FUHa00tj0a00vYWr004zuanouF27kdPHR7kdR3P7kdSoN7kdTJL7kdV5J7kdWqH9l5Fv29l5LpG9l5RklimSLrUh2WQMkimOhkL4p4dIWj0Imgiaocy91aocAOWamKeBF,P1Win,,1,0,1,0
11,000B86o16cgep00uIbU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w06ae6z29dnyHC8a3BQg58lXTdC7eFLPr,000imer00tDUp00tEbp017gUp017jHp01m5cp01m7Yp01APcp01ARYinG7Jw4oys9Ajo7MIqakVOVlakVRCka2SOY3a2SREYO08XfE7nKzHi7nozAq7p8lCB7nXRM67oLn877opn1g7kzTWl7kiivm7kvxCr7kdVbs7krbix7k9yQy7kmMmh7k5aUiN090W2g0qAeqg0hOqUg0qFBJ,P1Win,,1,0,1,0
12,000B86o16cgep00uIbU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w06ae6z29dnyHC8a3BQg58lXTdC7eFLPr,000DjUX00BHi600z0OjmTq1Pr00P9sjopWcUO00BGKO00xVfO00Fsgp00Yypa00XcTp010lBp00W6Lp00NeMp00veqp00EmNp0104Daj9hjIaj9jcqaj9l5ca0105Ea011Xpw00Bqmw00FbRw00xVf,P1Win,,1,0,1,0
13,000B86o16cgep00uIbU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w06ae6z29dnyHC8a3BQg58lXTdC7eFLPr,001aPqjjAihta3gQrba3gNKfp01ADDa01ATua01ydyp01AT49mTVK99mTCVB9nQdqT9nPTCm9oUYN09oViBx7jW6zv7jW7nG7kanPJ7kaoDU7ngKPR7ngOkY7o4e2J7o4hwQ7oQJII7oQGeBt017lht01e3Qp01AStp01qoSp01gs6ajRNwnajRLU1ajRKiEp016vF4odtEAGnYF86p00TrXr01ARJ,P1Win,,1,0,1,0
14,000B86o16cgep00uIbU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w06ae6z29dnyHC8a3BQg58lXTdC7eFLPr,000jmma2wIkXa2wFE09liKq99liOrX9leriY9letIw9lewps9lez6o9leBMkt00aKIp00AhzamKo1ramKlkvU01tPjp01AOxj0ML0J7kifsj7kihRQ7kibGN7kidPW7kr51L7kr7aU7kr1gg7kr3ppr004jea004iG9esAdt9eODhEr00OyXgnQkANa2GBnUa2GyGY,P2Win,,0,0,0,0
15,000B86o16cgep00uIbU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w06ae6z29dnyHC8a3BQg58lXTdC7eFLPr,000FJmp01sgQp01sg4p0146Sp012vIa0160ir00O51apVG1E81FqoRjoQpi3j1AJYKao3QaTajRai2inoPs3hmxcdNhmxbpCp00O3jE0rlc94oq9zbp011W99kWhmQp01svCp00W7K9kn0MW9kmU9Gig7lePhnGCnnap4Hlpr01AT87kiAvI7kiFSA,P2Win,,0,0,0,0
16,000B86o16cgep00uIbU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w06ae6z29dnyHC8a3BQg58lXTdC7eFLPr,000lMQj0qWK2joHfMmq00IU6a00L3Ha00JaWa00HicU00mR3F0doy1a00lLVa0zBO3ansU2YanGKaMU005oYanlqb8goU1kzgp3Qaqgph5JIgppUzzgpyKprangXJKa1iGl3a2azlVa32smOalNzyVamFszOansVQgaokOR9ap8j8A,P1Win,,1,0,1,0
