#ID,P1,P2,Result,,,,,,,
1,001cUKp01atYr00Re9aous3Wal2mWdT01APbp01A3za1x6GUp01Azjp01Ajrp01zwnU01uDup01dJM9ohlOR9ohsxQ9ohzx59om6Np401mkGU00qkSjnczsLamSWsia2shGP7oVc5U7p0xS27oQzb4r01AT3a2tko5amU5wpa2to9GgnugIrg01qBA7eFLPra8sRXKT01otxa3pvHw9lG5q0dnlpybaaQpGh,000x4lj0RqRM7ke3S97ke34X7kiv387kiueW7krkRY7krk4N7kiygQ7kixsF9l5BK89l1hPL9l1DkD9l1w51p00dIx9kW0m9a5McyQU01qleg01osrgozjd9gn8bLvp01AOx9oy5eY9oyjtY7oCzT57oy5eY7otIbtgm35MGp00NYxamKA79amKCN5p00qmTr00dHpr00Jvv,P1Win,,1,0,1,0,,0
2,001cUKp01atYr00Re9aous3Wal2mWdT01APbp01A3za1x6GUp01Azjp01Ajrp01zwnU01uDup01dJM9ohlOR9ohsxQ9ohzx59om6Np401mkGU00qkSjnczsLamSWsia2shGP7oVc5U7p0xS27oQzb4r01AT3a2tko5amU5wpa2to9GgnugIrg01qBA7eFLPra8sRXKT01otxa3pvHw9lG5q0dnlpybaaQpGh,000e3VjnPaYK7ph6SL7oPI737phcgD7oPNdwa00mEDa00oh4a00pSqp00zO2p004mbp00ez8p00oM5akqRbTakW1KkakIQcW7opeWs7opkkk7nXQaJ7nXVhd7nxn197nxso17n6Yeq7n74kTO009LdN08Xg6g009Ldg04BcAg093CX800tnV4p48qDi2j4i6p00zPl,P1Win,,1,0,1,0,,0
3,001cUKp01atYr00Re9aous3Wal2mWdT01APbp01A3za1x6GUp01Azjp01Ajrp01zwnU01uDup01dJM9ohlOR9ohsxQ9ohzx59om6Np401mkGU00qkSjnczsLamSWsia2shGP7oVc5U7p0xS27oQzb4r01AT3a2tko5amU5wpa2to9GgnugIrg01qBA7eFLPra8sRXKT01otxa3pvHw9lG5q0dnlpybaaQpGh,001aPwjiMPm7ajvJ7najvHeBajvFlRp01ASAp01AU0aoVlOXp01ARSad0XeHaoVjW8aoVi4mq01ATip01ezrT015r4ajvCDA8nQ1258nLzoS8jA3J0ajvFkwgpIx6lL015cPt019egt019egt019egt019egt019egt019egt019egad0UxLLlG08i,Draw,,0,0.5,1,0,,-0.5
4,001cUKp01atYr00Re9aous3Wal2mWdT01APbp01A3za1x6GUp01Azjp01Ajrp01zwnU01uDup01dJM9ohlOR9ohsxQ9ohzx59om6Np401mkGU00qkSjnczsLamSWsia2shGP7oVc5U7p0xS27oQzb4r01AT3a2tko5amU5wpa2to9GgnugIrg01qBA7eFLPra8sRXKT01otxa3pvHw9lG5q0dnlpybaaQpGh,000fATjpV3wls00GcEla2sFglaBHTclbgmRzlbPByIlcuggHld8TXGldQXq7s00GtAs00Cad,P1Win,,1,0,1,0,,0
5,001cUKp01atYr00Re9aous3Wal2mWdT01APbp01A3za1x6GUp01Azjp01Ajrp01zwnU01uDup01dJM9ohlOR9ohsxQ9ohzx59om6Np401mkGU00qkSjnczsLamSWsia2shGP7oVc5U7p0xS27oQzb4r01AT3a2tko5amU5wpa2to9GgnugIrg01qBA7eFLPra8sRXKT01otxa3pvHw9lG5q0dnlpybaaQpGh,000jTeanTMyEanTPfAa1NCt2a1NFa0p00xkdjn77cvabc00VX006YDN009FuO009Fu9l5GzF9l5Pbe7k9tEm7k9usx7kikPb7kilDm7kr3We7kr4Knw004iCw006rLw008AUw00aK4p00vIr4nYbvSr01AOxr013Lj,P1Win,,1,0,1,0,,0
6,001cUKp01atYr00Re9aous3Wal2mWdT01APbp01A3za1x6GUp01Azjp01Ajrp01zwnU01uDup01dJM9ohlOR9ohsxQ9ohzx59om6Np401mkGU00qkSjnczsLamSWsia2shGP7oVc5U7p0xS27oQzb4r01AT3a2tko5amU5wpa2to9GgnugIrg01qBA7eFLPra8sRXKT01otxa3pvHw9lG5q0dnlpybaaQpGh,000gJLp00xWsp00IH34nxKnFa00wAWa00zhSp00KPsp00SQjp00MXRp00P7hp00QYip00UYI80Rkvz7oPFq77oPIDP7oPLRyakdWeAakdTxE7kdHJM7kdIOm7kmB4K7kmC9kO0089QjmK5z1p00X88r01ARO9oGPQE9oGXUs9oH6Yg9mJSJH9mK1Nv9mK9Rj9nGaqs9nGiug9nGqy43cyE1majuHeg,P1Win,,1,0,1,0,,0
7,001cUKp01atYr00Re9aous3Wal2mWdT01APbp01A3za1x6GUp01Azjp01Ajrp01zwnU01uDup01dJM9ohlOR9ohsxQ9ohzx59om6Np401mkGU00qkSjnczsLamSWsia2shGP7oVc5U7p0xS27oQzb4r01AT3a2tko5amU5wpa2to9GgnugIrg01qBA7eFLPra8sRXKT01otxa3pvHw9lG5q0dnlpybaaQpGh,001aPca2bLgxa2bIzBp01ARQanQg7bp01A6Ep01q86p01f6Xp014mdamYopXal25x8al22Q8t014EFp01AC73agBFtt0175ct0175ct0175ct0175ct0175ct0175ct0175ct0175ct0175cq01Amot0175canQdqbamYlIW,P2Win,,0,0,1,0,,-1
8,001cUKp01atYr00Re9aous3Wal2mWdT01APbp01A3za1x6GUp01Azjp01Ajrp01zwnU01uDup01dJM9ohlOR9ohsxQ9ohzx59om6Np401mkGU00qkSjnczsLamSWsia2shGP7oVc5U7p0xS27oQzb4r01AT3a2tko5amU5wpa2to9GgnugIrg01qBA7eFLPra8sRXKT01otxa3pvHw9lG5q0dnlpybaaQpGh,001fllp01AOzU01ostt017hVjohBVBt014jv40eBrMU01cmKa01AOxgnubBXgnQg27gnQiI3ad1mAMad1c7ra6rsS5amL0n8p01APdp01APQa6ruKPa3tT6r86vSXu8esid78fxpgv9eskCEr01AQygnQ2k3gjvHXsgkWPFu7knFOUa0WRw4ajvLt3,P1Win,,1,0,1,0,,0
9,001cUKp01atYr00Re9aous3Wal2mWdT01APbp01A3za1x6GUp01Azjp01Ajrp01zwnU01uDup01dJM9ohlOR9ohsxQ9ohzx59om6Np401mkGU00qkSjnczsLamSWsia2shGP7oVc5U7p0xS27oQzb4r01AT3a2tko5amU5wpa2to9GgnugIrg01qBA7eFLPra8sRXKT01otxa3pvHw9lG5q0dnlpybaaQpGh,000qp2U00tRdU00Ll9U00f50T00W7OT01A1rp01w0Bp01rbtp01nXLp01liJopixpUo0J4Cmp01iDra0Jm5ka0JoLgp005J5a2wr8Wa3fxhjam2bIHamKhR4a0IOM2a15Tcba4lS1Ya4lUHUN1s2F9goyNmRgphTvdg05ncFakAzLnakWCPyaljFTK800Xu0OpURzYLkzYtFp00xRDr00YLR,P2Win,,0,0,0,0,,0
10,001cUKp01atYr00Re9aous3Wal2mWdT01APbp01A3za1x6GUp01Azjp01Ajrp01zwnU01uDup01dJM9ohlOR9ohsxQ9ohzx59om6Np401mkGU00qkSjnczsLamSWsia2shGP7oVc5U7p0xS27oQzb4r01AT3a2tko5amU5wpa2to9GgnugIrg01qBA7eFLPra8sRXKT01otxa3pvHw9lG5q0dnlpybaaQpGh,000jT4t00htHt00iOFt00kaDt00lvBp00FUHa00tj0a00vYWr004zuanouF27kdPHR7kdR3P7kdSoN7kdTJL7kdV5J7kdWqH9l5Fv29l5LpG9l5RklimSLrUh2WQMkimOhkL4p4dIWj0Imgiaocy91aocAOWamKeBF,P1Win,,1,0,1,0,,0
